Centroid,Rate,Rate_uncertainty,Background_Rate,Background_Subtracted_Rate,Background_Subtracted_Rate_uncertainty
-131.5,6.000093601460183,2.4495279554192826,52.001838497414106,-46.00174489595392,2.4617451282422347
-130.5,49.006243395408575,7.000891913629796,52.01042010691297,-3.0041767115043925,7.035809296889047
-129.5,45.00526561607708,6.708988884198821,52.018999428250055,-7.013733812172973,6.7424503829680775
-128.5,46.00550225807007,6.783141246818388,52.02757646142537,-6.022074203355302,6.816972585101968
-127.5,45.00526561607708,6.708988884198821,52.0361512064389,-7.0308855903618195,6.7424503829680775
-126.5,53.00730440654722,7.281113226683154,52.044723663290654,0.9625807432565665,7.31742823114639
-125.5,63.010321090594644,7.9385542683829335,52.05329383198063,10.957027258614012,7.978148300876683
-124.5,52.007031350638606,7.212077623822719,52.06186171250883,-0.0548303618702235,7.248048308928742
-123.5,60.00936146038782,7.747175251754108,52.07042730487525,7.93893415551257,7.78581476951547
-122.5,60.00936146038782,7.747175251754108,52.078990609079895,7.930370851307927,7.78581476951547
-121.5,50.00650084510986,7.071987170197601,52.087551625122764,-2.0810507800129017,7.107259145464858
-120.5,66.01132754380652,8.125432728892239,52.09611035300386,13.915217190802657,8.16595882931519
-119.5,49.006243395408575,7.000891913629796,52.104666792723165,-3.0984233973145905,7.035809296889047
-118.5,58.00874771915605,7.616921737661948,52.113220944280705,5.895526774875343,7.654911607931458
-117.5,41.00437106595563,6.403806883246602,52.121772807676464,-11.117401741720833,6.435746267830618
-116.5,49.006243395408575,7.000891913629796,52.13032238291044,-3.1240789875018677,7.035809296889047
-115.5,66.01132754380652,8.125432728892239,52.13886966998265,13.872457873823869,8.16595882931519
-114.5,57.008448652090244,7.550953486577461,52.14741466889307,4.861033983197174,7.588614336097261
-113.5,44.00503417590972,6.63400851128449,52.15595737964172,-8.150923203731999,6.667096040786649
-112.5,70.01274231910207,8.368123263774763,52.16449780222859,17.848244516873486,8.409859798314457
-111.5,47.00574410192925,6.856492463780118,52.173035936653676,-5.167291834724423,6.890689645814291
-110.5,45.00526561607708,6.708988884198821,52.18157178291699,-7.1763061668399075,6.7424503829680775
-109.5,52.007031350638606,7.212077623822719,52.19010534101853,-0.1830739903799241,7.248048308928742
-108.5,42.00458690088958,6.481448472581066,52.19863661095829,-10.194049710068711,6.513775099414369
-107.5,56.008154787337034,7.484404502843496,52.207165592736274,3.80098919460076,7.521733435173427
-106.5,50.00650084510986,7.071987170197601,52.21569228635248,-2.2091914412426163,7.107259145464858
-105.5,57.008448652090244,7.550953486577461,52.22421669180691,4.784231960283336,7.588614336097261
-104.5,52.007031350638606,7.212077623822719,52.23273880909956,-0.22570745846095264,7.248048308928742
-103.5,59.009051988575045,7.682324216403404,52.24125863823043,6.767793350344618,7.720640285597922
-102.5,47.00574410192925,6.856492463780118,52.24977617919952,-5.244032077270269,6.890689645814291
-101.5,41.00437106595563,6.403806883246602,52.25829143200684,-11.253920366051211,6.435746267830618
-100.5,42.00458690088958,6.481448472581066,52.26680439665238,-10.262217495762805,6.513775099414369
-99.5,57.008448652090244,7.550953486577461,52.27531507313614,4.733133578954103,7.588614336097261
-98.5,44.00503417590972,6.63400851128449,52.28382346145813,-8.278789285548406,6.667096040786649
-97.5,60.00936146038782,7.747175251754108,52.29232956161833,7.717031898769491,7.78581476951547
-96.5,58.00874771915605,7.616921737661948,52.30083337361676,5.707914345539287,7.654911607931458
-95.5,50.00650084510986,7.071987170197601,52.30933489745342,-2.302834052343556,7.107259145464858
-94.5,52.007031350638606,7.212077623822719,52.317834133128294,-0.31080278248968796,7.248048308928742
-93.5,62.00999601135703,7.8752773687236495,52.32633108064139,9.683664930715643,7.914555803750088
-92.5,47.00574410192925,6.856492463780118,52.33482573999271,-5.329081638063457,6.890689645814291
-91.5,57.008448652090244,7.550953486577461,52.34331811118225,4.665130540907995,7.588614336097261
-90.5,59.009051988575045,7.682324216403404,52.351808194210015,6.65724379436503,7.720640285597922
-89.5,63.010321090594644,7.9385542683829335,52.360295989076,10.650025101518644,7.978148300876683
-88.5,61.00967613463495,7.811488577995124,52.36878149578021,8.64089463885474,7.850448862465749
-87.5,54.00758266460611,7.349501098303737,52.37726471432264,1.6303179502834695,7.3861571915243935
-86.5,48.005991147695234,6.929067977959158,52.3857456447033,-4.379754497008065,6.9636271348781165
-85.5,51.00676349683968,7.14237550753515,52.394224286922174,-1.3874607900824927,7.177998549006845
-84.5,41.00437106595563,6.403806883246602,52.402700640979276,-11.398329575023645,6.435746267830618
-83.5,59.009051988575045,7.682324216403404,52.4111747068746,6.597877281700448,7.720640285597922
-82.5,51.00676349683968,7.14237550753515,52.419646484608144,-1.4128829877684623,7.177998549006845
-81.5,60.00936146038782,7.747175251754108,52.42811597417991,7.581245486207912,7.78581476951547
-80.5,54.00758266460611,7.349501098303737,52.4365831755899,1.5709994890162093,7.3861571915243935
-79.5,57.008448652090244,7.550953486577461,52.445048088838114,4.563400563252131,7.588614336097261
-78.5,58.00874771915605,7.616921737661948,52.453510713924544,5.555237005231504,7.654911607931458
-77.5,59.009051988575045,7.682324216403404,52.46197105084921,6.547080937725838,7.720640285597922
-76.5,65.0109868567788,8.063620500163076,52.47042909961208,12.540557757166717,8.103838308255954
-75.5,53.00730440654722,7.281113226683154,52.478884860213185,0.5284195463340353,7.31742823114639
-74.5,46.00550225807007,6.783141246818388,52.48733833265251,-6.481836074582446,6.816972585101968
-73.5,54.00758266460611,7.349501098303737,52.49578951693006,1.5117931476760518,7.3861571915243935
-72.5,55.00786612485585,7.41725915515485,52.504238413045826,2.503627711810026,7.454253195892646
-71.5,49.006243395408575,7.000891913629796,52.51268502099982,-3.5064416255912434,7.035809296889047
-70.5,47.00574410192925,6.856492463780118,52.52112934079204,-5.515385238862784,6.890689645814291
-69.5,54.00758266460611,7.349501098303737,52.529571372422474,1.4780112921836377,7.3861571915243935
-68.5,51.00676349683968,7.14237550753515,52.53801111589113,-1.5312476190514488,7.177998549006845
-67.5,63.010321090594644,7.9385542683829335,52.54644857119801,10.46387251939663,7.978148300876683
-66.5,50.00650084510986,7.071987170197601,52.55488373834312,-2.54838289323326,7.107259145464858
-65.5,50.00650084510986,7.071987170197601,52.56331661732644,-2.5568157722165807,7.107259145464858
-64.5,40.004160432685,6.325213142503579,52.571747208148,-12.567586775462999,6.3567605359240185
-63.5,70.01274231910207,8.368123263774763,52.58017551080777,17.432566808294304,8.409859798314457
-62.5,55.00786612485585,7.41725915515485,52.58860152530576,2.4192645995500897,7.454253195892646
-61.5,67.01167343351212,8.186778908758356,52.59702525164198,14.414648181870135,8.227610977063728
-60.5,59.009051988575045,7.682324216403404,52.60544668981642,6.403605298758627,7.720640285597922
-59.5,53.00730440654722,7.281113226683154,52.61386583982908,0.3934385667181388,7.31742823114639
-58.5,73.01385803025414,8.545625705076354,52.622282701679964,20.391575328574177,8.588247544067086
-57.5,62.00999601135703,7.8752773687236495,52.63069727536907,9.379298735987959,7.914555803750088
-56.5,58.00874771915605,7.616921737661948,52.6391095608964,5.369638158259647,7.654911607931458
-55.5,49.006243395408575,7.000891913629796,52.647519558261955,-3.64127616285338,7.035809296889047
-54.5,59.009051988575045,7.682324216403404,52.65592726746573,6.353124721109317,7.720640285597922
-53.5,54.00758266460611,7.349501098303737,52.66433268850773,1.3432499760983845,7.3861571915243935
-52.5,59.009051988575045,7.682324216403404,52.672735821387946,6.3363161671871,7.720640285597922
-51.5,61.00967613463495,7.811488577995124,52.68113666610639,8.328539468528561,7.850448862465749
-50.5,56.008154787337034,7.484404502843496,52.689535222663054,3.3186195646739804,7.521733435173427
-49.5,57.008448652090244,7.550953486577461,52.697931491057936,4.310517161032308,7.588614336097261
-48.5,54.00758266460611,7.349501098303737,52.706325471291045,1.3012571933150667,7.3861571915243935
-47.5,45.00526561607708,6.708988884198821,52.71471716336238,-7.709451547285298,6.7424503829680775
-46.5,52.007031350638606,7.212077623822719,52.723106567271934,-0.7160752166333282,7.248048308928742
-45.5,56.008154787337034,7.484404502843496,52.731493683019714,3.27666110431732,7.521733435173427
-44.5,63.010321090594644,7.9385542683829335,52.73987851060571,10.27044257998893,7.978148300876683
-43.5,65.0109868567788,8.063620500163076,52.74826105002993,12.262725806748868,8.103838308255954
-42.5,51.00676349683968,7.14237550753515,52.756641301292376,-1.7498778044526944,7.177998549006845
-41.5,57.008448652090244,7.550953486577461,52.76501926439305,4.243429387697198,7.588614336097261
-40.5,49.006243395408575,7.000891913629796,52.773394939331936,-3.7671515439233616,7.035809296889047
