Centroid,Rate,Rate_uncertainty,Background_Rate,Background_Subtracted_Rate,Background_Subtracted_Rate_uncertainty
-134.25,36.00336991542409,8.486075670921368,61.09047323553592,-25.08710332011183,8.528400500417977
-133.75,84.01834960755428,12.964312802731836,61.09047323553592,22.927876372018368,13.028973118076012
-133.25,64.01065137238837,11.31559141339595,61.09047323553592,2.9201781368524493,11.372028628405284
-132.75,62.00999601135703,11.137324062298886,61.09047323553592,0.9195227758211146,11.192872157822064
-132.25,50.00650084510986,10.001300169021972,61.09047323553592,-11.083972390426055,10.051182274816615
-131.75,66.01132754380652,11.491097165349633,61.09047323553592,4.920854308270599,11.548409726197864
-131.25,54.00758266460611,10.393764129897102,61.09047323553592,-7.082890570929806,10.445603674073368
-130.75,58.00874771915605,10.771954024935967,61.09047323553592,-3.081725516379869,10.825679814703904
-130.25,68.01202452593618,11.663965978875666,61.09047323553592,6.9215512904002665,11.722140733668603
-129.75,66.01132754380652,11.491097165349633,61.09047323553592,4.920854308270599,11.548409726197864
-129.25,64.01065137238837,11.31559141339595,61.09047323553592,2.9201781368524493,11.372028628405284
-128.75,68.01202452593618,11.663965978875666,61.09047323553592,6.9215512904002665,11.722140733668603
-128.25,56.008154787337034,10.584546354207536,61.09047323553592,-5.082318448198883,10.63733743657743
-127.75,74.01424033984138,12.167866158045246,61.09047323553592,12.923767104305462,12.228554146280082
-127.25,62.00999601135703,11.137324062298886,61.09047323553592,0.9195227758211146,11.192872157822064
-126.75,82.0174861280425,12.80897934926296,61.09047323553592,20.92701289250659,12.872864929359876
-126.25,56.008154787337034,10.584546354207536,61.09047323553592,-5.082318448198883,10.63733743657743
-125.75,54.00758266460611,10.393764129897102,61.09047323553592,-7.082890570929806,10.445603674073368
-125.25,76.01502056806424,12.331264663835526,61.09047323553592,14.924547332528327,12.392767612267015
-124.75,58.00874771915605,10.771954024935967,61.09047323553592,-3.081725516379869,10.825679814703904
-124.25,56.008154787337034,10.584546354207536,61.09047323553592,-5.082318448198883,10.63733743657743
-123.75,48.005991147695234,9.79918190903496,61.09047323553592,-13.084482087840684,9.848055937453932
-123.25,44.00503417590972,9.381904809557073,61.09047323553592,-17.085439059626196,9.428697642524446
-122.75,54.00758266460611,10.393764129897102,61.09047323553592,-7.082890570929806,10.445603674073368
-122.25,84.01834960755428,12.964312802731836,61.09047323553592,22.927876372018368,13.028973118076012
-121.75,42.00458690088958,9.166152333746526,61.09047323553592,-19.08588633464634,9.211869087839958
-121.25,50.00650084510986,10.001300169021972,61.09047323553592,-11.083972390426055,10.051182274816615
-120.75,64.01065137238837,11.31559141339595,61.09047323553592,2.9201781368524493,11.372028628405284
-120.25,70.01274231910207,11.834313411240078,61.09047323553592,8.922269083566157,11.893337784432566
-119.75,56.008154787337034,10.584546354207536,61.09047323553592,-5.082318448198883,10.63733743657743
-119.25,42.00458690088958,9.166152333746526,61.09047323553592,-19.08588633464634,9.211869087839958
-118.75,56.008154787337034,10.584546354207536,61.09047323553592,-5.082318448198883,10.63733743657743
-118.25,58.00874771915605,10.771954024935967,61.09047323553592,-3.081725516379869,10.825679814703904
-117.75,68.01202452593618,11.663965978875666,61.09047323553592,6.9215512904002665,11.722140733668603
-117.25,52.007031350638606,10.199417988497613,61.09047323553592,-9.083441884897312,10.250288219222403
-116.75,90.02106492919343,13.41954803923992,61.09047323553592,28.93059169365751,13.486478868601793
-116.25,76.01502056806424,12.331264663835526,61.09047323553592,14.924547332528327,12.392767612267015
-115.75,70.01274231910207,11.834313411240078,61.09047323553592,8.922269083566157,11.893337784432566
-115.25,50.00650084510986,10.001300169021972,61.09047323553592,-11.083972390426055,10.051182274816615
-114.75,50.00650084510986,10.001300169021972,61.09047323553592,-11.083972390426055,10.051182274816615
-114.25,72.0134809236289,12.002246820604817,61.09047323553592,10.923007688092987,12.062108772107207
-113.75,60.00936146038782,10.956160311111857,61.09047323553592,-1.081111775148095,11.010804841173531
-113.25,54.00758266460611,10.393764129897102,61.09047323553592,-7.082890570929806,10.445603674073368
-112.75,68.01202452593618,11.663965978875666,61.09047323553592,6.9215512904002665,11.722140733668603
-112.25,60.00936146038782,10.956160311111857,61.09047323553592,-1.081111775148095,11.010804841173531
-111.75,66.01132754380652,11.491097165349633,61.09047323553592,4.920854308270599,11.548409726197864
