Centroid,Rate,Rate_uncertainty,Background_Rate,Background_Subtracted_Rate,Background_Subtracted_Rate_uncertainty
-136.5,23.00137548225384,4.796118331188924,41.85133098812092,-18.84995550586708,4.820039269262658
-135.5,46.00550225807007,6.783141246818388,41.8645088865686,4.140993371501466,6.816972585101968
-134.5,51.00676349683968,7.14237550753515,41.877670653570505,9.129092843269177,7.177998549006845
-133.5,48.005991147695234,6.929067977959158,41.890816289126626,6.115174858568608,6.9636271348781165
-132.5,38.00375477097137,6.165023107251972,41.90394579323697,-3.900191022265602,6.195771542921856
-131.5,37.00355974244722,6.083347748351611,41.91705916590155,-4.913499423454326,6.113688823095951
-130.5,51.00676349683968,7.14237550753515,41.93015640712034,9.076607089719339,7.177998549006845
-129.5,40.004160432685,6.325213142503579,41.94323751689336,-1.939077084208364,6.3567605359240185
-128.5,50.00650084510986,7.071987170197601,41.956302495220605,8.050198349889257,7.107259145464858
-127.5,37.00355974244722,6.083347748351611,41.96935134210207,-4.96579159965485,6.113688823095951
-126.5,44.00503417590972,6.63400851128449,41.982384057537764,2.0226501183719563,6.667096040786649
-125.5,45.00526561607708,6.708988884198821,41.995400641527674,3.0098649745494086,6.7424503829680775
-124.5,55.00786612485585,7.41725915515485,42.008401094071814,12.999465030784037,7.454253195892646
-123.5,32.002662621530106,5.6573249389272995,42.02138541517017,-10.018722793640066,5.68554119844847
-122.5,50.00650084510986,7.071987170197601,42.03435360482276,7.9721472402871,7.107259145464858
-121.5,46.00550225807007,6.783141246818388,42.04730566302957,3.958196595040498,6.816972585101968
-120.5,43.00480793752742,6.55817172790118,42.0602415897906,0.9445663477368171,6.590881016735834
-119.5,35.00318528986138,5.916618195355393,42.07316138510586,-7.069976095244485,5.946127696098244
-118.5,40.004160432685,6.325213142503579,42.08606504897534,-2.0819046162903447,6.3567605359240185
-117.5,51.00676349683968,7.14237550753515,42.09895258139905,8.907810915440635,7.177998549006845
-116.5,42.00458690088958,6.481448472581066,42.11182398237697,-0.10723708148739064,6.513775099414369
-115.5,47.00574410192925,6.856492463780118,42.12467925190912,4.881064850020131,6.890689645814291
-114.5,43.00480793752742,6.55817172790118,42.1375183899955,0.867289547531918,6.590881016735834
-113.5,56.008154787337034,7.484404502843496,42.150341396636094,13.85781339070094,7.521733435173427
-112.5,43.00480793752742,6.55817172790118,42.16314827183092,0.841659665696497,6.590881016735834
-111.5,49.006243395408575,7.000891913629796,42.175939015579964,6.830304379828611,7.035809296889047
-110.5,49.006243395408575,7.000891913629796,42.18871362788324,6.817529767525336,7.035809296889047
