Centroid,Rate,Rate_Uncertainty,Lo_Edge,Hi_Edge,Width
-133.248,-36.756144813324234,11.135131015066674,-133.376,-133.12,0.2560000000000002
-132.99200000000002,1182.263120426551,70.0132861095037,-133.12,-132.864,0.2560000000000002
-132.736,1158.6039809746678,69.34176680067675,-132.864,-132.608,0.2560000000000002
-132.48000000000002,1233.353704358492,71.42875152802861,-132.608,-132.352,0.2560000000000002
-132.224,1268.8324400531415,72.39912144840409,-132.352,-132.096,0.2560000000000002
-131.96800000000002,1229.4616913284194,71.31858792984315,-132.096,-131.84,0.2560000000000002
-131.712,1339.700943636353,74.2971712452225,-131.84,-131.584,0.2560000000000002
-131.45600000000002,1209.7648523930054,70.76844804731675,-131.584,-131.328,0.2560000000000002
-131.2,1268.9166597795852,72.39571850729652,-131.328,-131.072,0.2560000000000002
-130.94400000000002,1249.1357081460371,71.85125054340223,-131.072,-130.816,0.2560000000000002
-130.688,1359.0605717404167,74.7921624687849,-130.816,-130.56,0.2560000000000002
-130.43200000000002,1213.705204429712,70.86996648504538,-130.56,-130.304,0.2560000000000002
-130.176,1146.864330747802,68.98886321034692,-130.304,-130.048,0.2560000000000002
-129.92000000000002,1209.7765229634401,70.75695871356815,-130.048,-129.792,0.2560000000000002
-129.664,1217.7171454050228,70.97735113359798,-129.792,-129.536,0.2560000000000002
-129.40800000000002,1241.4677394839694,71.6345364891425,-129.536,-129.28,0.2560000000000002
-129.152,1166.494123343913,69.53698187555617,-129.28,-129.024,0.2560000000000002
-128.89600000000002,1319.8869163126471,73.74563535371787,-129.024,-128.768,0.2560000000000002
-128.64,1272.8703430979197,72.48395116515806,-128.768,-128.512,0.2560000000000002
-128.38400000000001,1272.6423096599754,72.46967106985902,-128.512,-128.256,0.2560000000000002
-128.128,1205.9668010822963,70.64038916571326,-128.256,-128.0,0.2560000000000002
-127.872,1323.9488523546024,73.84965360355247,-128.0,-127.744,0.2560000000000002
-127.616,1194.136624308958,70.30543240448901,-127.744,-127.488,0.2560000000000002
-127.36,1135.0923390547252,68.63062736070901,-127.488,-127.232,0.2560000000000002
-127.104,1245.1564248159352,71.7114111080871,-127.232,-126.976,0.2560000000000002
-126.848,1186.2061173301418,70.07548242706319,-126.976,-126.72,0.2560000000000002
