Centroid,Rate,Rate_Uncertainty,Lo_Edge,Hi_Edge,Width
-135.296,-51.90715498742465,23.153391959365962,-135.424,-135.168,0.2560000000000002
-135.04000000000002,1411.1020551653303,79.20042611612745,-135.168,-134.912,0.2560000000000002
-134.784,1525.562022589142,81.9924200044897,-134.912,-134.656,0.2560000000000002
-134.52800000000002,1738.7218949846038,86.96243868334255,-134.656,-134.4,0.2560000000000002
-134.272,1655.7131124622624,85.045126583549,-134.4,-134.144,0.2560000000000002
-134.01600000000002,1636.3643906544412,84.5938931604462,-134.144,-133.888,0.2560000000000002
-133.76,1671.4703341298136,85.38953331143351,-133.888,-133.632,0.2560000000000002
-133.50400000000002,1596.5370965854806,83.63116014018708,-133.632,-133.376,0.2560000000000002
-133.248,1699.0066549160408,86.00192256351981,-133.376,-133.12,0.2560000000000002
-132.99200000000002,1537.321574316124,82.20132002555722,-133.12,-132.864,0.2560000000000002
-132.736,1490.02217789133,81.04906135536949,-132.864,-132.608,0.2560000000000002
-132.48000000000002,1517.7973570574004,81.71580604487856,-132.608,-132.352,0.2560000000000002
-132.224,1710.9604115078807,86.23953329184066,-132.352,-132.096,0.2560000000000002
-131.96800000000002,1691.3118779736594,85.7809841428154,-132.096,-131.84,0.2560000000000002
-131.712,1577.1476798563522,83.11008963827382,-131.84,-131.584,0.2560000000000002
-131.45600000000002,1648.2739227680381,84.77420105937337,-131.584,-131.328,0.2560000000000002
-131.2,1707.3977329240831,86.12806721079542,-131.328,-131.072,0.2560000000000002
-130.94400000000002,1813.7229675742442,88.51604122502685,-131.072,-130.816,0.2560000000000002
-130.688,1699.44244294239,85.9249401646899,-130.816,-130.56,0.2560000000000002
-130.43200000000002,1541.5340586712107,82.20759365206295,-130.56,-130.304,0.2560000000000002
-130.176,1439.398041760436,79.7196245863008,-130.304,-130.048,0.2560000000000002
-129.92000000000002,1565.2121539823895,82.75404859557258,-130.048,-129.792,0.2560000000000002
-129.664,1699.5654504276608,85.89220631147742,-129.792,-129.536,0.2560000000000002
-129.40800000000002,1632.3981777271356,84.32355653032896,-129.536,-129.28,0.2560000000000002
-129.152,1604.627557950605,83.6580183619311,-129.28,-129.024,0.2560000000000002
-128.89600000000002,1533.8079550296081,81.96582208973811,-129.024,-128.768,0.2560000000000002
-128.64,1533.8723600472322,81.95894248310337,-128.768,-128.512,0.2560000000000002
-128.38400000000001,1632.5192233736727,84.29041688203225,-128.512,-128.256,0.2560000000000002
-128.128,1707.4581110284278,86.01633616518339,-128.256,-128.0,0.2560000000000002
-127.872,1537.8663651633092,82.02640726679445,-128.0,-127.744,0.2560000000000002
-127.616,1589.1147711055582,83.2390243794549,-127.744,-127.488,0.2560000000000002
-127.36,1616.8217721097317,83.88548981440378,-127.488,-127.232,0.2560000000000002
-127.104,1695.9030825993652,85.71950886727586,-127.232,-126.976,0.2560000000000002
-126.848,1640.4126108002765,84.41739791528077,-126.976,-126.72,0.2560000000000002
-126.592,1687.5919301472184,85.4995601899349,-126.72,-126.464,0.2560000000000002
-126.336,1683.5652090239619,85.39532086600111,-126.464,-126.208,0.2560000000000002
-126.08,1679.8434085566498,85.30500034027973,-126.208,-125.952,0.2560000000000002
-125.824,1423.6887562445615,79.15738971031453,-125.952,-125.696,0.2560000000000002
-125.568,1822.211102809346,88.52526728331671,-125.696,-125.44,0.2560000000000002
-125.312,1498.7376597770963,80.98837049997552,-125.44,-125.184,0.2560000000000002
-125.056,1644.6793105277193,84.45799299798831,-125.184,-124.928,0.2560000000000002
-124.8,1680.0344905576778,85.2669095509558,-124.928,-124.672,0.2560000000000002
-124.544,1478.9592393617922,80.47422900614275,-124.672,-124.416,0.2560000000000002
-124.288,1573.7259807655428,82.75684360204855,-124.416,-124.16,0.2560000000000002
-124.032,1652.5370982692118,84.6029753390648,-124.16,-123.904,0.2560000000000002
