Centroid,Rate,Rate_Uncertainty,Lo_Edge,Hi_Edge,Width
-133.50400000000002,212.0494261745457,32.262267484433224,-133.632,-133.376,0.2560000000000002
-133.248,831.2256688079871,58.884088354334864,-133.376,-133.12,0.2560000000000002
-132.99200000000002,874.3729816083494,60.304359361199,-133.12,-132.864,0.2560000000000002
-132.736,952.9271863000278,62.810725558937044,-132.864,-132.608,0.2560000000000002
-132.48000000000002,945.0387491962813,62.56285447839193,-132.608,-132.352,0.2560000000000002
-132.224,968.7463559308937,63.307303937220915,-132.352,-132.096,0.2560000000000002
-131.96800000000002,972.5507254641028,63.421691202251544,-132.096,-131.84,0.2560000000000002
-131.712,929.5158698716245,62.080459530564404,-131.84,-131.584,0.2560000000000002
-131.45600000000002,941.0923308829558,62.43941433169578,-131.584,-131.328,0.2560000000000002
-131.2,937.1892108987503,62.31759041051873,-131.328,-131.072,0.2560000000000002
-130.94400000000002,968.7518444886955,63.309056266787614,-131.072,-130.816,0.2560000000000002
-130.688,1011.9013264612988,64.6322965756383,-130.816,-130.56,0.2560000000000002
-130.43200000000002,870.4525849967744,60.17976277413046,-130.56,-130.304,0.2560000000000002
-130.176,1047.063919556055,65.6870070938042,-130.304,-130.048,0.2560000000000002
-129.92000000000002,1003.9370882012619,64.38738085358321,-130.048,-129.792,0.2560000000000002
-129.664,956.7966557718246,62.933194719221056,-129.792,-129.536,0.2560000000000002
-129.40800000000002,893.9622757432527,60.94148426646774,-129.536,-129.28,0.2560000000000002
-129.152,1121.8120244780148,67.8895327352337,-129.28,-129.024,0.2560000000000002
-128.89600000000002,854.747202343527,59.667026996924285,-129.024,-128.768,0.2560000000000002
-128.64,1066.8108208258416,66.27956522886117,-128.768,-128.512,0.2560000000000002
-128.38400000000001,913.6871584241005,61.57773852030556,-128.512,-128.256,0.2560000000000002
-128.128,952.8110399249906,62.80860812381138,-128.256,-128.0,0.2560000000000002
-127.872,854.754209750949,59.668686239564224,-128.0,-127.744,0.2560000000000002
-127.616,988.3013074410746,63.9135183981274,-127.744,-127.488,0.2560000000000002
-127.36,1019.7277058811729,64.87237565133768,-127.488,-127.232,0.2560000000000002
-127.104,858.5861680550387,59.79244311283464,-127.232,-126.976,0.2560000000000002
-126.848,835.055610835082,59.0160235990854,-126.976,-126.72,0.2560000000000002
-126.592,937.1022450750983,62.31729181674362,-126.72,-126.464,0.2560000000000002
-126.336,1019.5838758630631,64.86479224144016,-126.464,-126.208,0.2560000000000002
-126.08,1019.5479228704335,64.86289668947806,-126.208,-125.952,0.2560000000000002
-125.824,937.0877507711564,62.317242447610475,-125.952,-125.696,0.2560000000000002
-125.568,960.5586581138161,63.04988711268172,-125.696,-125.44,0.2560000000000002
-125.312,834.9751036967866,59.01250080472865,-125.44,-125.184,0.2560000000000002
-125.056,1066.6457032740655,66.27358534545363,-125.184,-124.928,0.2560000000000002
-124.8,972.4154452939775,63.42123550141587,-124.928,-124.672,0.2560000000000002
-124.544,952.8309465695068,62.81383929476237,-124.672,-124.416,0.2560000000000002
-124.288,1078.485735371698,66.62598545763096,-124.416,-124.16,0.2560000000000002
-124.032,870.22466347487,60.17236313216055,-124.16,-123.904,0.2560000000000002
-123.776,1019.5978100465179,64.86839450405964,-123.904,-123.648,0.2560000000000002
-123.52,1074.5085921828602,66.50800856525578,-123.648,-123.392,0.2560000000000002
-123.264,937.06816212893,62.31888428114725,-123.392,-123.136,0.2560000000000002
-123.008,882.0089766305197,60.55696565044312,-123.136,-122.88,0.2560000000000002
-122.75200000000001,940.8992256165654,62.43704543792813,-122.88,-122.62400000000001,0.255999999999986
-122.49600000000001,1102.1337391188556,67.32365391956132,-122.62400000000001,-122.36800000000001,0.2560000000000002
-122.24000000000001,960.5840708551913,63.05515777990774,-122.36800000000001,-122.11200000000001,0.2560000000000002
-121.98400000000001,913.398121468896,61.566620238833224,-122.11200000000001,-121.85600000000001,0.2560000000000002
-121.72800000000001,925.3147025910724,61.95006326673145,-121.85600000000001,-121.60000000000001,0.2560000000000002
-121.47200000000001,1090.2892157696954,66.97653376390834,-121.60000000000001,-121.34400000000001,0.2560000000000002
-121.21600000000001,948.7824050514639,62.68708505340283,-121.34400000000001,-121.08800000000001,0.2560000000000002
-120.96000000000001,976.3604272569172,63.54803382939091,-121.08800000000001,-120.83200000000001,0.2560000000000002
-120.70400000000001,1023.5938440322341,64.99462190168761,-120.83200000000001,-120.57600000000001,0.2560000000000002
-120.44800000000001,1011.7080690754055,64.63166310916827,-120.57600000000001,-120.32000000000001,0.2560000000000002
-120.19200000000001,913.5045066030398,61.5754245186091,-120.32000000000001,-120.06400000000001,0.2560000000000002
-119.936,1007.7079298502701,64.50836538837736,-120.06400000000001,-119.808,0.2560000000000002
-119.68,948.7243500272501,62.68517231795399,-119.808,-119.552,0.2560000000000002
-119.424,933.0685297647522,62.194778952770406,-119.552,-119.296,0.2560000000000002
-119.168,909.4186370158652,61.44111414459626,-119.296,-119.04,0.2560000000000002
-118.912,1082.2813335483995,66.73953901503391,-119.04,-118.784,0.2560000000000002
-118.656,925.2567253753044,61.94986819124055,-118.784,-118.528,0.2560000000000002
-118.4,960.6292517289577,63.06222717150594,-118.528,-118.272,0.2560000000000002
-118.144,964.4638992880714,63.17893635775402,-118.272,-118.016,0.2560000000000002
-117.888,1101.9126771240212,67.31557869067952,-118.016,-117.76,0.2560000000000002
-117.632,1046.891016078285,65.69005482532933,-117.76,-117.504,0.2560000000000002
-117.376,921.3336932402436,61.826978549721986,-117.504,-117.248,0.2560000000000002
-117.12,1058.6370906673062,66.03972362071481,-117.248,-116.992,0.2560000000000002
-116.864,944.8598508979924,62.56911053408202,-116.992,-116.736,0.2560000000000002
-116.608,893.7207040108862,60.9406509137627,-116.736,-116.48,0.2560000000000002
-116.352,976.2734614332652,63.54774990753731,-116.48,-116.224,0.2560000000000002
-116.096,936.9041562545577,62.3166269108193,-116.224,-115.968,0.2560000000000002
-115.84,1046.9210402594636,65.69375655079857,-115.968,-115.712,0.2560000000000002
