Centroid,Rate,Rate_Uncertainty,Lo_Edge,Hi_Edge,Width
-135.808,-36.49236723259912,8.081407066560319,-135.936,-135.68,0.2560000000000002
-135.55200000000002,1268.858443424472,71.98701568834194,-135.68,-135.424,0.2560000000000002
-135.296,1162.8162811635652,69.03286320171982,-135.424,-135.168,0.2560000000000002
-135.04000000000002,1072.2366831948418,66.39807838265595,-135.168,-134.912,0.2560000000000002
-134.784,1068.4568448796783,66.28968109324836,-134.912,-134.656,0.2560000000000002
-134.52800000000002,1072.374579807645,66.40449090700743,-134.656,-134.4,0.2560000000000002
-134.272,1056.644197258095,65.93620253454743,-134.4,-134.144,0.2560000000000002
-134.01600000000002,1131.1697102083372,68.11599445583005,-134.144,-133.888,0.2560000000000002
-133.76,1166.6409137915932,69.1337359059187,-133.888,-133.632,0.2560000000000002
-133.50400000000002,970.0917668731888,63.29881271232283,-133.632,-133.376,0.2560000000000002
-133.248,1178.2702636125316,69.45738436977864,-133.376,-133.12,0.2560000000000002
-132.99200000000002,1233.3792586970126,71.0010136918116,-133.12,-132.864,0.2560000000000002
-132.736,1072.193852800565,66.38799437057195,-132.864,-132.608,0.2560000000000002
-132.48000000000002,1174.4092671265614,69.34767607477062,-132.608,-132.352,0.2560000000000002
-132.224,1205.7803464434726,70.2282839263916,-132.352,-132.096,0.2560000000000002
-131.96800000000002,1150.6932738838611,68.66697707960839,-132.096,-131.84,0.2560000000000002
-131.712,1178.3053007962847,69.45474908523755,-131.84,-131.584,0.2560000000000002
-131.45600000000002,1170.3949834671378,69.22842162215903,-131.584,-131.328,0.2560000000000002
-131.2,1060.2706838005477,66.02542896102544,-131.328,-131.072,0.2560000000000002
-130.94400000000002,989.6106619039083,63.88956330984601,-131.072,-130.816,0.2560000000000002
-130.688,1111.3971897333624,67.52941281863635,-130.816,-130.56,0.2560000000000002
-130.43200000000002,1134.8997392510485,68.20691075284347,-130.56,-130.304,0.2560000000000002
-130.176,1044.6029988352893,65.55596290234011,-130.304,-130.048,0.2560000000000002
-129.92000000000002,1194.0218496040532,69.89280923851506,-130.048,-129.792,0.2560000000000002
-129.664,1040.5561279093668,65.42955569861277,-129.792,-129.536,0.2560000000000002
-129.40800000000002,1028.8524298987031,65.0789629272456,-129.536,-129.28,0.2560000000000002
-129.152,1154.459465396719,68.76197035781321,-129.28,-129.024,0.2560000000000002
-128.89600000000002,1170.4532813504798,69.22454953021636,-129.024,-128.768,0.2560000000000002
-128.64,1060.1849323824626,66.01287820830393,-128.768,-128.512,0.2560000000000002
-128.38400000000001,1142.7700936359697,68.4279063734362,-128.512,-128.256,0.2560000000000002
-128.128,1103.3860661457843,67.28431389892197,-128.256,-128.0,0.2560000000000002
-127.872,1252.9583262611436,71.52488336626159,-128.0,-127.744,0.2560000000000002
-127.616,1134.8390185903347,68.19570685724366,-127.744,-127.488,0.2560000000000002
-127.36,1193.7609457647218,69.87141913790397,-127.488,-127.232,0.2560000000000002
-127.104,1146.608149371901,68.53206745237577,-127.232,-126.976,0.2560000000000002
-126.848,1134.8724518945128,68.1956470305952,-126.976,-126.72,0.2560000000000002
-126.592,1201.5535909327375,70.08643963739262,-126.72,-126.464,0.2560000000000002
-126.336,1068.0672356127056,66.24157647514112,-126.464,-126.208,0.2560000000000002
-126.08,1142.6307231457886,68.41399989124247,-126.208,-125.952,0.2560000000000002
-125.824,1126.9642736161088,67.96344486914126,-125.952,-125.696,0.2560000000000002
-125.568,1079.724011416817,66.58061456057418,-125.696,-125.44,0.2560000000000002
-125.312,1142.5959473799724,68.4101358764753,-125.44,-125.184,0.2560000000000002
-125.056,1119.0344046075472,67.72989647805318,-125.184,-124.928,0.2560000000000002
