Centroid,Rate,Rate_uncertainty,Background_Rate,Background_Subtracted_Rate,Background_Subtracted_Rate_uncertainty
-134.5,8.000166403461192,2.8284859572541015,47.38898307095063,-39.388816667489436,2.8425932066490778
-133.5,53.00730440654722,7.281113226683154,47.39718250159361,5.610121904953608,7.31742823114639
-132.5,43.00480793752742,6.55817172790118,47.40537638673833,-4.400568449210915,6.590881016735834
-131.5,43.00480793752742,6.55817172790118,47.4135647263848,-4.4087567888573815,6.590881016735834
-130.5,43.00480793752742,6.55817172790118,47.421747520533,-4.416939583005586,6.590881016735834
-129.5,45.00526561607708,6.708988884198821,47.42992476918295,-2.424659153105871,6.7424503829680775
-128.5,38.00375477097137,6.165023107251972,47.43809647233464,-9.434341701363273,6.195771542921856
-127.5,49.006243395408575,7.000891913629796,47.44626262998808,1.559980765420498,7.035809296889047
-126.5,35.00318528986138,5.916618195355393,47.45442324214325,-12.451237952281872,5.946127696098244
-125.5,47.00574410192925,6.856492463780118,47.46257830880017,-0.4568342068709157,6.890689645814291
-124.5,47.00574410192925,6.856492463780118,47.470727829958825,-0.4649837280295728,6.890689645814291
-123.5,49.006243395408575,7.000891913629796,47.47887180561922,1.5273715897893538,7.035809296889047
-122.5,49.006243395408575,7.000891913629796,47.48701023578136,1.5192331596272126,7.035809296889047
-121.5,48.005991147695234,6.929067977959158,47.49514312044525,0.5108480272499847,6.9636271348781165
-120.5,56.008154787337034,7.484404502843496,47.503270459610874,8.50488432772616,7.521733435173427
-119.5,54.00758266460611,7.349501098303737,47.51139225327824,6.4961904113278734,7.3861571915243935
-118.5,53.00730440654722,7.281113226683154,47.51950850144735,5.487795905099873,7.31742823114639
-117.5,49.006243395408575,7.000891913629796,47.527619204118196,1.478624191290379,7.035809296889047
-116.5,41.00437106595563,6.403806883246602,47.53572436129079,-6.531353295335158,6.435746267830618
-115.5,46.00550225807007,6.783141246818388,47.54382397296512,-1.538321714895055,6.816972585101968
-114.5,42.00458690088958,6.481448472581066,47.5519180391412,-5.5473311382516215,6.513775099414369
-113.5,39.003955001037106,6.2456313054127675,47.56000655981902,-8.556051558781917,6.276781779477721
-112.5,49.006243395408575,7.000891913629796,47.56808953499858,1.4381538604099973,7.035809296889047
-111.5,51.00676349683968,7.14237550753515,47.57616696467988,3.4305965321598038,7.177998549006845
-110.5,58.00874771915605,7.616921737661948,47.584238848862924,10.424508870293124,7.654911607931458
-109.5,52.007031350638606,7.212077623822719,47.59230518754771,4.414726163090897,7.248048308928742
-108.5,56.008154787337034,7.484404502843496,47.60036598073424,8.407788806602795,7.521733435173427
-107.5,41.00437106595563,6.403806883246602,47.60842122842251,-6.604050162466876,6.435746267830618
-106.5,44.00503417590972,6.63400851128449,47.616470930612515,-3.611436754702794,6.667096040786649
-105.5,46.00550225807007,6.783141246818388,47.62451508730427,-1.619012829234201,6.816972585101968
-104.5,49.006243395408575,7.000891913629796,47.632553698497766,1.3736896969108088,7.035809296889047
-103.5,54.00758266460611,7.349501098303737,47.640586764192996,6.366995900413116,7.3861571915243935
-102.5,53.00730440654722,7.281113226683154,47.64861428438998,5.358690122157242,7.31742823114639
-101.5,36.00336991542409,6.00056165257068,47.6566362590887,-11.653266343664612,6.030489826520296
-100.5,49.006243395408575,7.000891913629796,47.66465268828916,1.3415907071194155,7.035809296889047
-99.5,44.00503417590972,6.63400851128449,47.672663571991365,-3.6676293960816437,6.667096040786649
-98.5,44.00503417590972,6.63400851128449,47.68066891019531,-3.6756347342855875,6.667096040786649
-97.5,68.01202452593618,8.24766943919217,47.688668702901,20.323355823035186,8.28880520280012
-96.5,51.00676349683968,7.14237550753515,47.696662950108426,3.310100546731256,7.177998549006845
-95.5,65.0109868567788,8.063620500163076,47.7046516518176,17.3063352049612,8.103838308255954
-94.5,53.00730440654722,7.281113226683154,47.71263480802851,5.294669598518709,7.31742823114639
-93.5,54.00758266460611,7.349501098303737,47.72061241874116,6.28697024586495,7.3861571915243935
-92.5,55.00786612485585,7.41725915515485,47.72858448395556,7.279281640900294,7.454253195892646
-91.5,62.00999601135703,7.8752773687236495,47.7365510036717,14.273445007685332,7.914555803750088
-90.5,60.00936146038782,7.747175251754108,47.74451197788958,12.264849482498242,7.78581476951547
-89.5,39.003955001037106,6.2456313054127675,47.7524674066092,-8.748512405572093,6.276781779477721
-88.5,42.00458690088958,6.481448472581066,47.76041728983056,-5.755830388940986,6.513775099414369
-87.5,53.00730440654722,7.281113226683154,47.768361627553666,5.238942778993554,7.31742823114639
-86.5,57.008448652090244,7.550953486577461,47.776300419778515,9.23214823231173,7.588614336097261
-85.5,50.00650084510986,7.071987170197601,47.78423366650511,2.2222671786047528,7.107259145464858
-84.5,46.00550225807007,6.783141246818388,47.792161367733435,-1.7866591096633684,6.816972585101968
-83.5,53.00730440654722,7.281113226683154,47.80008352346351,5.207220883083707,7.31742823114639
-82.5,45.00526561607708,6.708988884198821,47.80800013369532,-2.8027345176182408,6.7424503829680775
-81.5,47.00574410192925,6.856492463780118,47.815911198428886,-0.810167096499633,6.890689645814291
-80.5,49.006243395408575,7.000891913629796,47.82381671766418,1.1824266777443952,7.035809296889047
-79.5,57.008448652090244,7.550953486577461,47.83171669140122,9.176731960689025,7.588614336097261
-78.5,68.01202452593618,8.24766943919217,47.839611119640004,20.17241340629618,8.28880520280012
-77.5,48.005991147695234,6.929067977959158,47.84750000238053,0.15849114531470576,6.9636271348781165
-76.5,43.00480793752742,6.55817172790118,47.8553833396228,-4.85057540209538,6.590881016735834
-75.5,47.00574410192925,6.856492463780118,47.8632611313668,-0.8575170294375454,6.890689645814291
-74.5,45.00526561607708,6.708988884198821,47.87113337761255,-2.865867761535469,6.7424503829680775
-73.5,52.007031350638606,7.212077623822719,47.87900007836004,4.128031272278562,7.248048308928742
-72.5,51.00676349683968,7.14237550753515,47.886861233609274,3.119902263230408,7.177998549006845
-71.5,51.00676349683968,7.14237550753515,47.89471684336025,3.1120466534794318,7.177998549006845
-70.5,47.00574410192925,6.856492463780118,47.902566907612965,-0.896822805683712,6.890689645814291
-69.5,42.00458690088958,6.481448472581066,47.910411426367425,-5.905824525477847,6.513775099414369
-68.5,60.00936146038782,7.747175251754108,47.91825039962362,12.091111060764199,7.78581476951547
-67.5,42.00458690088958,6.481448472581066,47.92608382738157,-5.92149692649199,6.513775099414369
